date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:32:13	2721/2721	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/kanu.jpg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/kanu.jpg	(from https://www.kamtar-ci.com/clients)
14:32:13	7564/7564	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/kaydan.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/kaydan.png	(from https://www.kamtar-ci.com/clients)
14:32:13	2752/2752	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/mcn.jpg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/mcn.jpg	(from https://www.kamtar-ci.com/clients)
14:32:14	1273/1273	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/mfi.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/mfi.png	(from https://www.kamtar-ci.com/clients)
14:32:14	1999/1999	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/nexans.jpg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/nexans.jpg	(from https://www.kamtar-ci.com/clients)
14:32:14	2499/2499	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/ocp.jpg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/ocp.jpg	(from https://www.kamtar-ci.com/clients)
14:32:14	1310/1310	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/okana.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/okana.png	(from https://www.kamtar-ci.com/clients)
14:32:14	6112/6112	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/oma.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/oma.png	(from https://www.kamtar-ci.com/clients)
14:32:15	2287/2287	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/omoa.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/omoa.png	(from https://www.kamtar-ci.com/clients)
14:32:15	2937/2937	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/oplayce.jpg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/oplayce.jpg	(from https://www.kamtar-ci.com/clients)
14:32:15	1681/1681	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/packing.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/packing.png	(from https://www.kamtar-ci.com/clients)
14:32:15	1461/1461	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/paps.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/paps.png	(from https://www.kamtar-ci.com/clients)
14:32:16	1607/1607	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/patchi.jpg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/patchi.jpg	(from https://www.kamtar-ci.com/clients)
14:32:16	1212/1212	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/pfo.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/pfo.png	(from https://www.kamtar-ci.com/clients)
14:32:16	2846/2846	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/phn.jpg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/phn.jpg	(from https://www.kamtar-ci.com/clients)
14:32:16	2095/2095	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/pixel.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/pixel.png	(from https://www.kamtar-ci.com/clients)
14:32:16	3890/3890	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/pls.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/pls.png	(from https://www.kamtar-ci.com/clients)
14:32:17	4511/4511	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/rim.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/rim.png	(from https://www.kamtar-ci.com/clients)
14:32:17	7636/7636	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/r_logistic.svg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/r_logistic.svg	(from https://www.kamtar-ci.com/clients)
14:32:17	2497/2497	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/sania.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/sania.png	(from https://www.kamtar-ci.com/clients)
14:32:17	11452/11452	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/sensaagri.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/sensaagri.png	(from https://www.kamtar-ci.com/clients)
14:32:18	1485/1485	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/societe_ivoirienne_banque.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/societe_ivoirienne_banque.png	(from https://www.kamtar-ci.com/clients)
14:32:18	6625/6625	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/sofamac.svg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/sofamac.svg	(from https://www.kamtar-ci.com/clients)
14:32:18	4813/4813	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/soge.jpg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/soge.jpg	(from https://www.kamtar-ci.com/clients)
14:32:18	978/978	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/solevo.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/solevo.png	(from https://www.kamtar-ci.com/clients)
14:32:19	2331/2331	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/tafissa.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/tafissa.png	(from https://www.kamtar-ci.com/clients)
14:32:19	7581/7581	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/unilever.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/unilever.png	(from https://www.kamtar-ci.com/clients)
14:32:19	6431/6431	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/vivo.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/vivo.png	(from https://www.kamtar-ci.com/clients)
14:32:19	2846/2846	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/west_africa_agro.jpg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/west_africa_agro.jpg	(from https://www.kamtar-ci.com/clients)
14:32:19	1248/1248	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/yara.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/yara.png	(from https://www.kamtar-ci.com/clients)
14:32:20	6985/6985	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/clients/yemaya.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/clients/yemaya.png	(from https://www.kamtar-ci.com/clients)
14:32:20	7924/7924	---M-Z	200	added ('OK')	text/css	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/css/contact.css?v=1.0.265	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/css/contact7950.css	(from https://www.kamtar-ci.com/contact)
14:32:21	7818/7818	---M-Z	200	added ('OK')	text/css	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/css/spot-regulier.css?v=1.0.265	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/css/spot-regulier7950.css	(from https://www.kamtar-ci.com/spot-regulier)
14:32:21	820/820	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/Marker.jpeg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/Marker.jpg	(from https://www.kamtar-ci.com/spot-regulier)
14:32:21	831/831	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/Arrow.jpeg	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/Arrow.jpg	(from https://www.kamtar-ci.com/spot-regulier)
14:32:22	58715/58715	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2009:52:23%20GMT	https://www.kamtar-ci.com/img/citymap.png	C:/Mes%20Sites%20Web/kampar/www.kamtar-ci.com/img/citymap.png	(from https://www.kamtar-ci.com/css/raisons.css?v=1.0.265)
